Chembl IDs	Drug generic name	Drug type	Target gene name	Target gene ID	Target type	Action type	Mechanism af action	Disease indication	Disease indication ID	Approval year	Genetically supported drugs	First genetic evidence reported		Genetic evidence 5y prior approval	Genetically discovered drugs	Drug trade names
CHEMBL1175	DULOXETINE	Small molecule	SLC6A4	ENSG00000108576	single protein	INHIBITOR	Serotonin transporter inhibitor	Major Depressive Disorder	MONDO_0002009	2004						
CHEMBL1175	DULOXETINE	Small molecule	SLC6A4	ENSG00000108576	single protein	INHIBITOR	Serotonin transporter inhibitor	Muscular Disease	EFO_0002970	2004						
CHEMBL1175	DULOXETINE	Small molecule	SLC6A4	ENSG00000108576	single protein	INHIBITOR	Serotonin transporter inhibitor	Neuropathic Pain	EFO_0005762	2004						
CHEMBL1175	DULOXETINE	Small molecule	SLC6A4	ENSG00000108576	single protein	INHIBITOR	Serotonin transporter inhibitor	Unipolar Depression	EFO_0003761	2004						
CHEMBL2108675	DUPILUMAB	Antibody	IL4R	ENSG00000077238	single protein	ANTAGONIST	Interleukin-4 receptor subunit alpha antagonist	Atopic Eczema	EFO_0000274	2017						Dupixent,Regn668, sar231893
CHEMBL2108675	DUPILUMAB	Antibody	IL4R	ENSG00000077238	single protein	ANTAGONIST	Interleukin-4 receptor subunit alpha antagonist	Nasal Cavity Polyp	EFO_1000391	2017						Dupixent,Regn668, sar231893
CHEMBL2108675	DUPILUMAB	Antibody	IL4R	ENSG00000077238	single protein	ANTAGONIST	Interleukin-4 receptor subunit alpha antagonist	Nasal Polyposis	HP_0100582	2017						Dupixent,Regn668, sar231893
CHEMBL1752	DYPHYLLINE	Small molecule	PDE4A	ENSG00000065989	protein family	INHIBITOR	Phosphodiesterase 4 inhibitor	Airway Obstruction	HP_0006536	1951						Dilor,Dilor-400,Lufyllin,Neothylline
CHEMBL1752	DYPHYLLINE	Small molecule	PDE4C	ENSG00000105650	protein family	INHIBITOR	Phosphodiesterase 4 inhibitor	Airway Obstruction	HP_0006536	1951						Dilor,Dilor-400,Lufyllin,Neothylline
CHEMBL1752	DYPHYLLINE	Small molecule	PDE4D	ENSG00000113448	protein family	INHIBITOR	Phosphodiesterase 4 inhibitor	Airway Obstruction	HP_0006536	1951						Dilor,Dilor-400,Lufyllin,Neothylline
CHEMBL1752	DYPHYLLINE	Small molecule	PDE3A	ENSG00000172572	single protein	INHIBITOR	Phosphodiesterase 3A inhibitor	Airway Obstruction	HP_0006536	1951						Dilor,Dilor-400,Lufyllin,Neothylline
CHEMBL1752	DYPHYLLINE	Small molecule	PDE4B	ENSG00000184588	protein family	INHIBITOR	Phosphodiesterase 4 inhibitor	Airway Obstruction	HP_0006536	1951						Dilor,Dilor-400,Lufyllin,Neothylline
CHEMBL1201837	ECALLANTIDE	Protein	KLKB1	ENSG00000164344	single protein	INHIBITOR	Plasma kallikrein inhibitor	Hereditary Angioedema	Orphanet_91378	2009						
CHEMBL1201341	ECHOTHIOPHATE	Small molecule	ACHE	ENSG00000087085	single protein	INHIBITOR	Acetylcholinesterase inhibitor	Glaucoma	EFO_0000516	1960						
CHEMBL1269025	EDOXABAN	Small molecule	F10	ENSG00000126218	single protein	INHIBITOR	Coagulation factor X inhibitor	Deep Vein Thrombosis	EFO_0003907	2015						Lixiana
CHEMBL1269025	EDOXABAN	Small molecule	F10	ENSG00000126218	single protein	INHIBITOR	Coagulation factor X inhibitor	Pulmonary Embolism	EFO_0003827	2015						Lixiana
CHEMBL1269025	EDOXABAN	Small molecule	F10	ENSG00000126218	single protein	INHIBITOR	Coagulation factor X inhibitor	Recurrent Thrombophlebitis	HP_0004419	2015						Lixiana
CHEMBL1269025	EDOXABAN	Small molecule	F10	ENSG00000126218	single protein	INHIBITOR	Coagulation factor X inhibitor	Stroke	EFO_0000712	2015						Lixiana
CHEMBL1201575	EFALIZUMAB	Antibody	ITGAL	ENSG00000005844	protein complex	INHIBITOR	Integrin alpha-L/beta-2 (LFA-1) inhibitor	Immune System Disease	EFO_0000540	2003						Raptiva
CHEMBL830	EFLORNITHINE	Small molecule	ODC1	ENSG00000115758	single protein	INHIBITOR	Ornithine decarboxylase inhibitor	Leishmaniasis	EFO_0005044	1990						
CHEMBL830	EFLORNITHINE	Small molecule	ODC1	ENSG00000115758	single protein	INHIBITOR	Ornithine decarboxylase inhibitor	Trypanosomiasis	DOID_10113	1990						
CHEMBL1208155	ELAGOLIX	Small molecule	GNRHR	ENSG00000109163	single protein	ANTAGONIST	Gonadotropin-releasing hormone receptor antagonist	Endometriosis	EFO_0001065	2018						
CHEMBL1510	ELETRIPTAN	Small molecule	HTR1B	ENSG00000135312	single protein	AGONIST	Serotonin 1b (5-HT1b) receptor agonist	Migraine Disorder	MONDO_0005277	2002						Relpax
CHEMBL1510	ELETRIPTAN	Small molecule	HTR1F	ENSG00000179097	single protein	AGONIST	Serotonin 1f (5-HT1f) receptor agonist	Migraine Disorder	MONDO_0005277	2002						Relpax
CHEMBL1510	ELETRIPTAN	Small molecule	HTR1D	ENSG00000179546	single protein	AGONIST	Serotonin 1d (5-HT1d) receptor agonist	Migraine Disorder	MONDO_0005277	2002						Relpax
CHEMBL2110588	ELIGLUSTAT	Small molecule	UGCG	ENSG00000148154	single protein	INHIBITOR	Ceramide glucosyltransferase inhibitor	Gaucher Disease	MONDO_0018150	2014						Cerdelga
CHEMBL461101	ELTROMBOPAG	Small molecule	MPL	ENSG00000117400	single protein	AGONIST	Thrombopoietin receptor agonist	Autoimmune Thrombocytopenic Purpura	EFO_0007160	2008						Revolade
CHEMBL461101	ELTROMBOPAG	Small molecule	MPL	ENSG00000117400	single protein	AGONIST	Thrombopoietin receptor agonist	Hemorrhage	MP_0001914	2008						Revolade
CHEMBL461101	ELTROMBOPAG	Small molecule	MPL	ENSG00000117400	single protein	AGONIST	Thrombopoietin receptor agonist	Severe Aplastic Anemia	EFO_0006927	2008						Revolade
CHEMBL2159122	ELUXADOLINE	Small molecule	OPRM1	ENSG00000112038	single protein	AGONIST	Mu opioid receptor agonist	Irritable Bowel Syndrome	EFO_0000555	2015						Truberzi,Viberzi
CHEMBL3989977	EMAPALUMAB	Antibody	IFNG	ENSG00000111537	single protein	INHIBITOR	Interferon gamma inhibitor	Immune System Disease	EFO_0000540	2018						Gamifant
CHEMBL3989977	EMAPALUMAB	Antibody	IFNG	ENSG00000111537	single protein	INHIBITOR	Interferon gamma inhibitor	Primary Hemophagocytic Lymphohistiocytosis	Orphanet_158038	2018						Gamifant
CHEMBL594	EMEDASTINE	Small molecule	HRH1	ENSG00000196639	single protein	ANTAGONIST	Histamine H1 receptor antagonist	Eye Allergy	EFO_0005751	1997						
CHEMBL3833393	EMICIZUMAB	Antibody	F9	ENSG00000101981	selectivity group	OTHER	Coagulation factor IX and X other	Hemorrhage	MP_0001914	2017						Hemlibra
CHEMBL3833393	EMICIZUMAB	Antibody	F10	ENSG00000126218	selectivity group	OTHER	Coagulation factor IX and X other	Hemophilia A	Orphanet_98878	2017						Hemlibra
CHEMBL3833393	EMICIZUMAB	Antibody	F10	ENSG00000126218	selectivity group	OTHER	Coagulation factor IX and X other	Hemorrhage	MP_0001914	2017						Hemlibra
CHEMBL2107830	EMPAGLIFLOZIN	Small molecule	SLC5A2	ENSG00000140675	single protein	INHIBITOR	Sodium/glucose cotransporter 2 inhibitor	Diabetes Mellitus	EFO_0000400	2014						Bi 10773,Jardiance
CHEMBL578	ENALAPRIL	Small molecule	ACE	ENSG00000159640	single protein	INHIBITOR	Angiotensin-converting enzyme inhibitor	Congestive Heart Failure	EFO_0000373	1985						
CHEMBL578	ENALAPRIL	Small molecule	ACE	ENSG00000159640	single protein	INHIBITOR	Angiotensin-converting enzyme inhibitor	Heart Failure	EFO_0003144	1985						
CHEMBL315838	ENCAINIDE	Small molecule	SCN4A	ENSG00000007314	protein family	BLOCKER	Sodium channel alpha subunit blocker	Cardiac Arrhythmia	EFO_0004269	1986						
CHEMBL315838	ENCAINIDE	Small molecule	SCN2A	ENSG00000136531	protein family	BLOCKER	Sodium channel alpha subunit blocker	Cardiac Arrhythmia	EFO_0004269	1986						
CHEMBL315838	ENCAINIDE	Small molecule	SCN7A	ENSG00000136546	protein family	BLOCKER	Sodium channel alpha subunit blocker	Cardiac Arrhythmia	EFO_0004269	1986						
CHEMBL315838	ENCAINIDE	Small molecule	SCN1A	ENSG00000144285	protein family	BLOCKER	Sodium channel alpha subunit blocker	Cardiac Arrhythmia	EFO_0004269	1986						
CHEMBL315838	ENCAINIDE	Small molecule	SCN3A	ENSG00000153253	protein family	BLOCKER	Sodium channel alpha subunit blocker	Cardiac Arrhythmia	EFO_0004269	1986						
CHEMBL315838	ENCAINIDE	Small molecule	SCN11A	ENSG00000168356	protein family	BLOCKER	Sodium channel alpha subunit blocker	Cardiac Arrhythmia	EFO_0004269	1986						
CHEMBL315838	ENCAINIDE	Small molecule	SCN9A	ENSG00000169432	protein family	BLOCKER	Sodium channel alpha subunit blocker	Cardiac Arrhythmia	EFO_0004269	1986						
CHEMBL315838	ENCAINIDE	Small molecule	SCN10A	ENSG00000185313	protein family	BLOCKER	Sodium channel alpha subunit blocker	Cardiac Arrhythmia	EFO_0004269	1986						
CHEMBL315838	ENCAINIDE	Small molecule	SCN8A	ENSG00000196876	protein family	BLOCKER	Sodium channel alpha subunit blocker	Cardiac Arrhythmia	EFO_0004269	1986						
CHEMBL953	ENTACAPONE	Small molecule	COMT	ENSG00000093010	single protein	INHIBITOR	Catechol O-methyltransferase inhibitor	Parkinson Disease	MONDO_0005180	1999						Comtan,Comtess,Entacapone
CHEMBL211456	EPHEDRINE	Small molecule	ADRB1	ENSG00000043591	protein family	AGONIST	Adrenergic receptor agonist	Asthma	MONDO_0004979	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRB1	ENSG00000043591	protein family	AGONIST	Adrenergic receptor agonist	Common Cold	EFO_0007214	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRB1	ENSG00000043591	protein family	AGONIST	Adrenergic receptor agonist	Hypotension	EFO_0005251	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRB1	ENSG00000043591	protein family	AGONIST	Adrenergic receptor agonist	Nasal Congestion	HP_0001742	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRB1	ENSG00000043591	protein family	AGONIST	Adrenergic receptor agonist	Obesity	EFO_0001073	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRB1	ENSG00000043591	protein family	AGONIST	Adrenergic receptor agonist	Seasonal Allergic Rhinitis	EFO_0003956	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA1A	ENSG00000120907	protein family	AGONIST	Adrenergic receptor agonist	Asthma	MONDO_0004979	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA1A	ENSG00000120907	protein family	AGONIST	Adrenergic receptor agonist	Common Cold	EFO_0007214	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA1A	ENSG00000120907	protein family	AGONIST	Adrenergic receptor agonist	Hypotension	EFO_0005251	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA1A	ENSG00000120907	protein family	AGONIST	Adrenergic receptor agonist	Nasal Congestion	HP_0001742	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA1A	ENSG00000120907	protein family	AGONIST	Adrenergic receptor agonist	Obesity	EFO_0001073	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA1A	ENSG00000120907	protein family	AGONIST	Adrenergic receptor agonist	Seasonal Allergic Rhinitis	EFO_0003956	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA2A	ENSG00000150594	protein family	AGONIST	Adrenergic receptor agonist	Asthma	MONDO_0004979	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA2A	ENSG00000150594	protein family	AGONIST	Adrenergic receptor agonist	Cardiovascular Disease	EFO_0000319	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA2A	ENSG00000150594	protein family	AGONIST	Adrenergic receptor agonist	Common Cold	EFO_0007214	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA2A	ENSG00000150594	protein family	AGONIST	Adrenergic receptor agonist	Hypotension	EFO_0005251	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA2A	ENSG00000150594	protein family	AGONIST	Adrenergic receptor agonist	Nasal Congestion	HP_0001742	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA2A	ENSG00000150594	protein family	AGONIST	Adrenergic receptor agonist	Obesity	EFO_0001073	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA2A	ENSG00000150594	protein family	AGONIST	Adrenergic receptor agonist	Seasonal Allergic Rhinitis	EFO_0003956	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRB2	ENSG00000169252	protein family	AGONIST	Adrenergic receptor agonist	Asthma	MONDO_0004979	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRB2	ENSG00000169252	protein family	AGONIST	Adrenergic receptor agonist	Cardiovascular Disease	EFO_0000319	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRB2	ENSG00000169252	protein family	AGONIST	Adrenergic receptor agonist	Common Cold	EFO_0007214	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRB2	ENSG00000169252	protein family	AGONIST	Adrenergic receptor agonist	Hypotension	EFO_0005251	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRB2	ENSG00000169252	protein family	AGONIST	Adrenergic receptor agonist	Nasal Congestion	HP_0001742	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRB2	ENSG00000169252	protein family	AGONIST	Adrenergic receptor agonist	Obesity	EFO_0001073	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRB2	ENSG00000169252	protein family	AGONIST	Adrenergic receptor agonist	Seasonal Allergic Rhinitis	EFO_0003956	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA1B	ENSG00000170214	protein family	AGONIST	Adrenergic receptor agonist	Asthma	MONDO_0004979	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA1B	ENSG00000170214	protein family	AGONIST	Adrenergic receptor agonist	Cardiovascular Disease	EFO_0000319	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA1B	ENSG00000170214	protein family	AGONIST	Adrenergic receptor agonist	Common Cold	EFO_0007214	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA1B	ENSG00000170214	protein family	AGONIST	Adrenergic receptor agonist	Hypotension	EFO_0005251	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA1B	ENSG00000170214	protein family	AGONIST	Adrenergic receptor agonist	Nasal Congestion	HP_0001742	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA1B	ENSG00000170214	protein family	AGONIST	Adrenergic receptor agonist	Obesity	EFO_0001073	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA1B	ENSG00000170214	protein family	AGONIST	Adrenergic receptor agonist	Seasonal Allergic Rhinitis	EFO_0003956	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA1D	ENSG00000171873	protein family	AGONIST	Adrenergic receptor agonist	Asthma	MONDO_0004979	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA1D	ENSG00000171873	protein family	AGONIST	Adrenergic receptor agonist	Common Cold	EFO_0007214	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA1D	ENSG00000171873	protein family	AGONIST	Adrenergic receptor agonist	Hypotension	EFO_0005251	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA1D	ENSG00000171873	protein family	AGONIST	Adrenergic receptor agonist	Nasal Congestion	HP_0001742	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA1D	ENSG00000171873	protein family	AGONIST	Adrenergic receptor agonist	Obesity	EFO_0001073	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA1D	ENSG00000171873	protein family	AGONIST	Adrenergic receptor agonist	Seasonal Allergic Rhinitis	EFO_0003956	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA2C	ENSG00000184160	protein family	AGONIST	Adrenergic receptor agonist	Asthma	MONDO_0004979	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA2C	ENSG00000184160	protein family	AGONIST	Adrenergic receptor agonist	Cardiovascular Disease	EFO_0000319	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA2C	ENSG00000184160	protein family	AGONIST	Adrenergic receptor agonist	Common Cold	EFO_0007214	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA2C	ENSG00000184160	protein family	AGONIST	Adrenergic receptor agonist	Hypotension	EFO_0005251	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA2C	ENSG00000184160	protein family	AGONIST	Adrenergic receptor agonist	Nasal Congestion	HP_0001742	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA2C	ENSG00000184160	protein family	AGONIST	Adrenergic receptor agonist	Obesity	EFO_0001073	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA2C	ENSG00000184160	protein family	AGONIST	Adrenergic receptor agonist	Seasonal Allergic Rhinitis	EFO_0003956	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRB3	ENSG00000188778	protein family	AGONIST	Adrenergic receptor agonist	Asthma	MONDO_0004979	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRB3	ENSG00000188778	protein family	AGONIST	Adrenergic receptor agonist	Cardiovascular Disease	EFO_0000319	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRB3	ENSG00000188778	protein family	AGONIST	Adrenergic receptor agonist	Common Cold	EFO_0007214	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRB3	ENSG00000188778	protein family	AGONIST	Adrenergic receptor agonist	Hypotension	EFO_0005251	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRB3	ENSG00000188778	protein family	AGONIST	Adrenergic receptor agonist	Nasal Congestion	HP_0001742	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRB3	ENSG00000188778	protein family	AGONIST	Adrenergic receptor agonist	Seasonal Allergic Rhinitis	EFO_0003956	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA2B	ENSG00000274286	protein family	AGONIST	Adrenergic receptor agonist	Asthma	MONDO_0004979	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA2B	ENSG00000274286	protein family	AGONIST	Adrenergic receptor agonist	Cardiovascular Disease	EFO_0000319	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA2B	ENSG00000274286	protein family	AGONIST	Adrenergic receptor agonist	Common Cold	EFO_0007214	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA2B	ENSG00000274286	protein family	AGONIST	Adrenergic receptor agonist	Hypotension	EFO_0005251	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA2B	ENSG00000274286	protein family	AGONIST	Adrenergic receptor agonist	Nasal Congestion	HP_0001742	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA2B	ENSG00000274286	protein family	AGONIST	Adrenergic receptor agonist	Obesity	EFO_0001073	2016						
CHEMBL211456	EPHEDRINE	Small molecule	ADRA2B	ENSG00000274286	protein family	AGONIST	Adrenergic receptor agonist	Seasonal Allergic Rhinitis	EFO_0003956	2016						
CHEMBL1106	EPINASTINE	Small molecule	HRH1	ENSG00000196639	single protein	ANTAGONIST	Histamine H1 receptor antagonist	Allergic Conjunctivitis	EFO_0007141	2003						
CHEMBL1106	EPINASTINE	Small molecule	HRH1	ENSG00000196639	single protein	ANTAGONIST	Histamine H1 receptor antagonist	Allergic Disease	MONDO_0005271	2003						
CHEMBL1106	EPINASTINE	Small molecule	HRH1	ENSG00000196639	single protein	ANTAGONIST	Histamine H1 receptor antagonist	Eye Allergy	EFO_0005751	2003						
CHEMBL679	EPINEPHRINE	Small molecule	ADRB1	ENSG00000043591	protein family	AGONIST	Adrenergic receptor agonist	Airway Obstruction	HP_0006536	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRB1	ENSG00000043591	protein family	AGONIST	Adrenergic receptor agonist	Allergic Disease	MONDO_0005271	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRB1	ENSG00000043591	protein family	AGONIST	Adrenergic receptor agonist	Allergic Rhinitis	EFO_0005854	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRB1	ENSG00000043591	protein family	AGONIST	Adrenergic receptor agonist	Angioedema	EFO_0005532	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRB1	ENSG00000043591	protein family	AGONIST	Adrenergic receptor agonist	Asthma	MONDO_0004979	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRB1	ENSG00000043591	protein family	AGONIST	Adrenergic receptor agonist	Glaucoma	EFO_0000516	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRB1	ENSG00000043591	protein family	AGONIST	Adrenergic receptor agonist	Hemorrhage	MP_0001914	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRB1	ENSG00000043591	protein family	AGONIST	Adrenergic receptor agonist	Muscle Cramp	EFO_0009846	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRB1	ENSG00000043591	protein family	AGONIST	Adrenergic receptor agonist	Mydriasis	HP_0011499	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
CHEMBL679	EPINEPHRINE	Small molecule	ADRB1	ENSG00000043591	protein family	AGONIST	Adrenergic receptor agonist	Nasal Congestion	HP_0001742	1976						Adren co,Adrenaclick,Adrenalin,Ana-Kit,Ana-guard,Anapen,Anaphylactic shock drug kit,Asma-vydrin,Asthmahaler,Auvi-q,Bronkaid mist,Brovon,Emerade,Epi e z pen jr,Epinephrine,Epinephrine (copackaged),Epipen,Epipen e z pen,Epipen jr,Epipen jr.,Eppy,Gppe inh soln,Jext,Medihaler-epi,Primatene,Primatene mist,Riddobron,Riddofan,Rybarvin,Simplene,Soln made to rybarvin for,Sus-Phrine,Sus-Phrine Sulfite-Free,Sus-phrine sulfite free,Symjepi,Twinject 0.15,Twinject 0.3
