Chembl IDs	Drug generic name	Drug type	Target gene name	Target gene ID	Target type	Action type	Mechanism af action	Disease indication	Disease indication ID	Approval year	Genetically supported drugs	First genetic evidence reported		Genetic evidence 5y prior approval	Genetically discovered drugs	Drug trade names
CHEMBL1020	TOLMETIN	Small molecule	PTGS2	ENSG00000073756	protein family	INHIBITOR	Cyclooxygenase inhibitor	Rheumatic Disease	EFO_0005755	1976						
CHEMBL1020	TOLMETIN	Small molecule	PTGS1	ENSG00000095303	protein family	INHIBITOR	Cyclooxygenase inhibitor	Arthralgia	HP_0002829	1976						
CHEMBL1020	TOLMETIN	Small molecule	PTGS1	ENSG00000095303	protein family	INHIBITOR	Cyclooxygenase inhibitor	Myalgia	HP_0003326	1976						
CHEMBL1020	TOLMETIN	Small molecule	PTGS1	ENSG00000095303	protein family	INHIBITOR	Cyclooxygenase inhibitor	Osteoarthritis	MONDO_0005178	1976						
CHEMBL1020	TOLMETIN	Small molecule	PTGS1	ENSG00000095303	protein family	INHIBITOR	Cyclooxygenase inhibitor	Rheumatic Disease	EFO_0005755	1976						
CHEMBL1020	TOLMETIN	Small molecule	PTGS1	ENSG00000095303	protein family	INHIBITOR	Cyclooxygenase inhibitor	Rheumatoid Arthritis	EFO_0000685	1976						
CHEMBL1382	TOLTERODINE	Small molecule	CHRM3	ENSG00000133019	single protein	ANTAGONIST	Muscarinic acetylcholine receptor M3 antagonist	Overactive Bladder	EFO_1000781	1998						Blerone xl,Detrusitol,Detrusitol xl,Efflosomyl xl,Inconex xl,Mariosea xl,Neditol xl,Preblacon xl,Santizor xl
CHEMBL1382	TOLTERODINE	Small molecule	CHRM3	ENSG00000133019	single protein	ANTAGONIST	Muscarinic acetylcholine receptor M3 antagonist	Polyuria	HP_0000103	1998						Blerone xl,Detrusitol,Detrusitol xl,Efflosomyl xl,Inconex xl,Mariosea xl,Neditol xl,Preblacon xl,Santizor xl
CHEMBL1382	TOLTERODINE	Small molecule	CHRM3	ENSG00000133019	single protein	ANTAGONIST	Muscarinic acetylcholine receptor M3 antagonist	Urgency Urinary Incontinence	EFO_0006865	1998						Blerone xl,Detrusitol,Detrusitol xl,Efflosomyl xl,Inconex xl,Mariosea xl,Neditol xl,Preblacon xl,Santizor xl
CHEMBL1382	TOLTERODINE	Small molecule	CHRM3	ENSG00000133019	single protein	ANTAGONIST	Muscarinic acetylcholine receptor M3 antagonist	Urinary Incontinence	HP_0000020	1998						Blerone xl,Detrusitol,Detrusitol xl,Efflosomyl xl,Inconex xl,Mariosea xl,Neditol xl,Preblacon xl,Santizor xl
CHEMBL1382	TOLTERODINE	Small molecule	CHRM2	ENSG00000181072	single protein	ANTAGONIST	Muscarinic acetylcholine receptor M2 antagonist	Overactive Bladder	EFO_1000781	1998						Blerone xl,Detrusitol,Detrusitol xl,Efflosomyl xl,Inconex xl,Mariosea xl,Neditol xl,Preblacon xl,Santizor xl
CHEMBL1382	TOLTERODINE	Small molecule	CHRM2	ENSG00000181072	single protein	ANTAGONIST	Muscarinic acetylcholine receptor M2 antagonist	Polyuria	HP_0000103	1998						Blerone xl,Detrusitol,Detrusitol xl,Efflosomyl xl,Inconex xl,Mariosea xl,Neditol xl,Preblacon xl,Santizor xl
CHEMBL1382	TOLTERODINE	Small molecule	CHRM2	ENSG00000181072	single protein	ANTAGONIST	Muscarinic acetylcholine receptor M2 antagonist	Urgency Urinary Incontinence	EFO_0006865	1998						Blerone xl,Detrusitol,Detrusitol xl,Efflosomyl xl,Inconex xl,Mariosea xl,Neditol xl,Preblacon xl,Santizor xl
CHEMBL1382	TOLTERODINE	Small molecule	CHRM2	ENSG00000181072	single protein	ANTAGONIST	Muscarinic acetylcholine receptor M2 antagonist	Urinary Incontinence	HP_0000020	1998						Blerone xl,Detrusitol,Detrusitol xl,Efflosomyl xl,Inconex xl,Mariosea xl,Neditol xl,Preblacon xl,Santizor xl
CHEMBL344159	TOLVAPTAN	Small molecule	AVPR2	ENSG00000126895	single protein	ANTAGONIST	Vasopressin V2 receptor antagonist	Cardiovascular Disease	EFO_0000319	2009						Jinarc,Jynarque,Samsca
CHEMBL344159	TOLVAPTAN	Small molecule	AVPR2	ENSG00000126895	single protein	ANTAGONIST	Vasopressin V2 receptor antagonist	Congestive Heart Failure	EFO_0000373	2009						Jinarc,Jynarque,Samsca
CHEMBL344159	TOLVAPTAN	Small molecule	AVPR2	ENSG00000126895	single protein	ANTAGONIST	Vasopressin V2 receptor antagonist	Heart Failure	EFO_0003144	2009						Jinarc,Jynarque,Samsca
CHEMBL344159	TOLVAPTAN	Small molecule	AVPR2	ENSG00000126895	single protein	ANTAGONIST	Vasopressin V2 receptor antagonist	Hyponatremia	HP_0002902	2009						Jinarc,Jynarque,Samsca
CHEMBL344159	TOLVAPTAN	Small molecule	AVPR2	ENSG00000126895	single protein	ANTAGONIST	Vasopressin V2 receptor antagonist	Polycystic Kidney Disease	EFO_0008620	2009						Jinarc,Jynarque,Samsca
CHEMBL344159	TOLVAPTAN	Small molecule	AVPR2	ENSG00000126895	single protein	ANTAGONIST	Vasopressin V2 receptor antagonist	Polycystic Kidney Disease	MONDO_0020642	2009						Jinarc,Jynarque,Samsca
CHEMBL220492	TOPIRAMATE	Small molecule	SCN4A	ENSG00000007314	protein family	BLOCKER	Sodium channel alpha subunit blocker	Epilepsy	EFO_0000474	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	SCN4A	ENSG00000007314	protein family	BLOCKER	Sodium channel alpha subunit blocker	Lennox-Gastaut Syndrome	MONDO_0016532	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	SCN4A	ENSG00000007314	protein family	BLOCKER	Sodium channel alpha subunit blocker	Migraine Disorder	MONDO_0005277	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GABRA3	ENSG00000011677	protein complex group	POSITIVE MODULATOR	GABA-A receptor; anion channel positive modulator	Epilepsy	EFO_0000474	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GABRA3	ENSG00000011677	protein complex group	POSITIVE MODULATOR	GABA-A receptor; anion channel positive modulator	Lennox-Gastaut Syndrome	MONDO_0016532	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GABRA3	ENSG00000011677	protein complex group	POSITIVE MODULATOR	GABA-A receptor; anion channel positive modulator	Migraine Disorder	MONDO_0005277	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GABRA3	ENSG00000011677	protein complex group	POSITIVE MODULATOR	GABA-A receptor; anion channel positive modulator	Seizure	HP_0001250	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GABRA1	ENSG00000022355	protein complex group	POSITIVE MODULATOR	GABA-A receptor; anion channel positive modulator	Epilepsy	EFO_0000474	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GABRA1	ENSG00000022355	protein complex group	POSITIVE MODULATOR	GABA-A receptor; anion channel positive modulator	Lennox-Gastaut Syndrome	MONDO_0016532	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GABRA1	ENSG00000022355	protein complex group	POSITIVE MODULATOR	GABA-A receptor; anion channel positive modulator	Migraine Disorder	MONDO_0005277	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GABRP	ENSG00000094755	protein complex group	POSITIVE MODULATOR	GABA-A receptor; anion channel positive modulator	Epilepsy	EFO_0000474	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GABRP	ENSG00000094755	protein complex group	POSITIVE MODULATOR	GABA-A receptor; anion channel positive modulator	Lennox-Gastaut Syndrome	MONDO_0016532	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GABRP	ENSG00000094755	protein complex group	POSITIVE MODULATOR	GABA-A receptor; anion channel positive modulator	Migraine Disorder	MONDO_0005277	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GABRP	ENSG00000094755	protein complex group	POSITIVE MODULATOR	GABA-A receptor; anion channel positive modulator	Seizure	HP_0001250	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GABRE	ENSG00000102287	protein complex group	POSITIVE MODULATOR	GABA-A receptor; anion channel positive modulator	Epilepsy	EFO_0000474	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GABRE	ENSG00000102287	protein complex group	POSITIVE MODULATOR	GABA-A receptor; anion channel positive modulator	Lennox-Gastaut Syndrome	MONDO_0016532	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GABRE	ENSG00000102287	protein complex group	POSITIVE MODULATOR	GABA-A receptor; anion channel positive modulator	Migraine Disorder	MONDO_0005277	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GABRE	ENSG00000102287	protein complex group	POSITIVE MODULATOR	GABA-A receptor; anion channel positive modulator	Seizure	HP_0001250	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	CA2	ENSG00000104267	single protein	INHIBITOR	Carbonic anhydrase II inhibitor	Epilepsy	EFO_0000474	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	CA2	ENSG00000104267	single protein	INHIBITOR	Carbonic anhydrase II inhibitor	Lennox-Gastaut Syndrome	MONDO_0016532	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	CA2	ENSG00000104267	single protein	INHIBITOR	Carbonic anhydrase II inhibitor	Migraine Disorder	MONDO_0005277	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	CA2	ENSG00000104267	single protein	INHIBITOR	Carbonic anhydrase II inhibitor	Seizure	HP_0001250	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GRIK5	ENSG00000105737	protein complex group	ANTAGONIST	Glutamate receptor ionotropic kainate antagonist	Epilepsy	EFO_0000474	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GRIK5	ENSG00000105737	protein complex group	ANTAGONIST	Glutamate receptor ionotropic kainate antagonist	Lennox-Gastaut Syndrome	MONDO_0016532	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GRIK5	ENSG00000105737	protein complex group	ANTAGONIST	Glutamate receptor ionotropic kainate antagonist	Migraine Disorder	MONDO_0005277	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GRIK5	ENSG00000105737	protein complex group	ANTAGONIST	Glutamate receptor ionotropic kainate antagonist	Seizure	HP_0001250	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GABRA4	ENSG00000109158	protein complex group	POSITIVE MODULATOR	GABA-A receptor; anion channel positive modulator	Epilepsy	EFO_0000474	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GABRA4	ENSG00000109158	protein complex group	POSITIVE MODULATOR	GABA-A receptor; anion channel positive modulator	Lennox-Gastaut Syndrome	MONDO_0016532	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GABRA4	ENSG00000109158	protein complex group	POSITIVE MODULATOR	GABA-A receptor; anion channel positive modulator	Migraine Disorder	MONDO_0005277	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GABRA4	ENSG00000109158	protein complex group	POSITIVE MODULATOR	GABA-A receptor; anion channel positive modulator	Seizure	HP_0001250	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GABRG2	ENSG00000113327	protein complex group	POSITIVE MODULATOR	GABA-A receptor; anion channel positive modulator	Migraine Disorder	MONDO_0005277	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GRIA2	ENSG00000120251	protein complex group	ANTAGONIST	Glutamate receptor ionotropic AMPA antagonist	Epilepsy	EFO_0000474	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GRIA2	ENSG00000120251	protein complex group	ANTAGONIST	Glutamate receptor ionotropic AMPA antagonist	Lennox-Gastaut Syndrome	MONDO_0016532	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GRIA2	ENSG00000120251	protein complex group	ANTAGONIST	Glutamate receptor ionotropic AMPA antagonist	Migraine Disorder	MONDO_0005277	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GRIA3	ENSG00000125675	protein complex group	ANTAGONIST	Glutamate receptor ionotropic AMPA antagonist	Epilepsy	EFO_0000474	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GRIA3	ENSG00000125675	protein complex group	ANTAGONIST	Glutamate receptor ionotropic AMPA antagonist	Lennox-Gastaut Syndrome	MONDO_0016532	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GRIA3	ENSG00000125675	protein complex group	ANTAGONIST	Glutamate receptor ionotropic AMPA antagonist	Migraine Disorder	MONDO_0005277	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	SCN2A	ENSG00000136531	protein family	BLOCKER	Sodium channel alpha subunit blocker	Epilepsy	EFO_0000474	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	SCN2A	ENSG00000136531	protein family	BLOCKER	Sodium channel alpha subunit blocker	Lennox-Gastaut Syndrome	MONDO_0016532	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	SCN2A	ENSG00000136531	protein family	BLOCKER	Sodium channel alpha subunit blocker	Migraine Disorder	MONDO_0005277	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	SCN7A	ENSG00000136546	protein family	BLOCKER	Sodium channel alpha subunit blocker	Epilepsy	EFO_0000474	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	SCN7A	ENSG00000136546	protein family	BLOCKER	Sodium channel alpha subunit blocker	Lennox-Gastaut Syndrome	MONDO_0016532	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	SCN7A	ENSG00000136546	protein family	BLOCKER	Sodium channel alpha subunit blocker	Migraine Disorder	MONDO_0005277	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	SCN7A	ENSG00000136546	protein family	BLOCKER	Sodium channel alpha subunit blocker	Seizure	HP_0001250	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	SCN1A	ENSG00000144285	protein family	BLOCKER	Sodium channel alpha subunit blocker	Migraine Disorder	MONDO_0005277	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GABRA6	ENSG00000145863	protein complex group	POSITIVE MODULATOR	GABA-A receptor; anion channel positive modulator	Epilepsy	EFO_0000474	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GABRA6	ENSG00000145863	protein complex group	POSITIVE MODULATOR	GABA-A receptor; anion channel positive modulator	Lennox-Gastaut Syndrome	MONDO_0016532	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GABRA6	ENSG00000145863	protein complex group	POSITIVE MODULATOR	GABA-A receptor; anion channel positive modulator	Migraine Disorder	MONDO_0005277	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GABRB2	ENSG00000145864	protein complex group	POSITIVE MODULATOR	GABA-A receptor; anion channel positive modulator	Epilepsy	EFO_0000474	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GABRB2	ENSG00000145864	protein complex group	POSITIVE MODULATOR	GABA-A receptor; anion channel positive modulator	Lennox-Gastaut Syndrome	MONDO_0016532	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GABRB2	ENSG00000145864	protein complex group	POSITIVE MODULATOR	GABA-A receptor; anion channel positive modulator	Migraine Disorder	MONDO_0005277	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GABRB2	ENSG00000145864	protein complex group	POSITIVE MODULATOR	GABA-A receptor; anion channel positive modulator	Seizure	HP_0001250	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GRIK4	ENSG00000149403	protein complex group	ANTAGONIST	Glutamate receptor ionotropic kainate antagonist	Epilepsy	EFO_0000474	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GRIK4	ENSG00000149403	protein complex group	ANTAGONIST	Glutamate receptor ionotropic kainate antagonist	Lennox-Gastaut Syndrome	MONDO_0016532	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GRIK4	ENSG00000149403	protein complex group	ANTAGONIST	Glutamate receptor ionotropic kainate antagonist	Migraine Disorder	MONDO_0005277	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GRIK4	ENSG00000149403	protein complex group	ANTAGONIST	Glutamate receptor ionotropic kainate antagonist	Seizure	HP_0001250	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GABRA2	ENSG00000151834	protein complex group	POSITIVE MODULATOR	GABA-A receptor; anion channel positive modulator	Epilepsy	EFO_0000474	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GABRA2	ENSG00000151834	protein complex group	POSITIVE MODULATOR	GABA-A receptor; anion channel positive modulator	Lennox-Gastaut Syndrome	MONDO_0016532	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GABRA2	ENSG00000151834	protein complex group	POSITIVE MODULATOR	GABA-A receptor; anion channel positive modulator	Migraine Disorder	MONDO_0005277	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GABRA2	ENSG00000151834	protein complex group	POSITIVE MODULATOR	GABA-A receptor; anion channel positive modulator	Seizure	HP_0001250	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GRIA4	ENSG00000152578	protein complex group	ANTAGONIST	Glutamate receptor ionotropic AMPA antagonist	Epilepsy	EFO_0000474	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GRIA4	ENSG00000152578	protein complex group	ANTAGONIST	Glutamate receptor ionotropic AMPA antagonist	Lennox-Gastaut Syndrome	MONDO_0016532	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GRIA4	ENSG00000152578	protein complex group	ANTAGONIST	Glutamate receptor ionotropic AMPA antagonist	Migraine Disorder	MONDO_0005277	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GRIA4	ENSG00000152578	protein complex group	ANTAGONIST	Glutamate receptor ionotropic AMPA antagonist	Seizure	HP_0001250	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	SCN3A	ENSG00000153253	protein family	BLOCKER	Sodium channel alpha subunit blocker	Epilepsy	EFO_0000474	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	SCN3A	ENSG00000153253	protein family	BLOCKER	Sodium channel alpha subunit blocker	Lennox-Gastaut Syndrome	MONDO_0016532	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	SCN3A	ENSG00000153253	protein family	BLOCKER	Sodium channel alpha subunit blocker	Migraine Disorder	MONDO_0005277	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GRIA1	ENSG00000155511	protein complex group	ANTAGONIST	Glutamate receptor ionotropic AMPA antagonist	Epilepsy	EFO_0000474	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GRIA1	ENSG00000155511	protein complex group	ANTAGONIST	Glutamate receptor ionotropic AMPA antagonist	Lennox-Gastaut Syndrome	MONDO_0016532	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GRIA1	ENSG00000155511	protein complex group	ANTAGONIST	Glutamate receptor ionotropic AMPA antagonist	Migraine Disorder	MONDO_0005277	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
CHEMBL220492	TOPIRAMATE	Small molecule	GRIA1	ENSG00000155511	protein complex group	ANTAGONIST	Glutamate receptor ionotropic AMPA antagonist	Seizure	HP_0001250	1996						Epitomax,Qudexy xr,Topamax,Topamax sprinkle,Topiramate,Trokendi xr
